Time,CForce,BForce,AForce,DForce
4.51,0.575825315,-3.160391899,-6.450822271,0.240134944
4.52,0.616955695,-3.160391899,-5.525596458,0.233072151
4.53,0.644375948,-3.167039233,-4.771539498,0.240134944
4.54,0.664733408,-3.167039233,-4.332815448,0.240134944
4.55,0.692153662,-3.016227841,-4.037839998,0.233072151
4.56,0.705863788,-2.550083538,-3.859608353,0.233072151
4.57,0.712926581,-2.056518982,-3.722507088,0.233072151
4.58,0.733284041,-1.562954427,-3.619473409,0.233072151
4.59,0.746994168,-1.055679744,-3.489434936,0.233072151
4.6,0.75405696,-0.665148867,-3.400111384,0.233072151
4.61,0.75405696,-0.43872405,-3.345270878,0.233072151
4.62,0.774829879,-0.281265323,-3.317850625,0.226424817
4.63,0.767767087,-0.178231645,-3.324913418,0.233072151
4.64,0.760704294,-0.103033678,-3.311203291,0.240134944
4.65,0.774829879,-0.034483046,-3.242652658,0.233072151
4.66,0.774829879,0.013710127,-3.023290633,0.233072151
4.67,0.781477213,0.047777714,-2.68053747,0.240134944
4.68,0.788540006,0.082260759,-2.2829438,0.233072151
4.69,0.781477213,0.109681012,-1.741186072,0.233072151
4.7,0.788540006,0.116328346,-1.254684309,
4.71,0.788540006,0.1437486,-0.911931145,
4.72,0.781477213,0.157458726,-0.712926581,
4.73,0.788540006,0.157458726,-0.575825315,
4.74,0.788540006,0.178231645,-0.466144303,
4.75,0.788540006,0.184878979,-0.363526083,
4.76,0.781477213,0.184878979,-0.301622784,
4.77,0.788540006,0.184878979,-0.246782278,
4.78,0.788540006,0.191941772,-0.212714691,
4.79,0.788540006,0.199004564,-0.185294438,
4.8,0.788540006,0.205651898,-0.150811392,
4.81,0.788540006,0.205651898,-0.123391139,
4.82,0.774829879,0.199004564,-0.095970886,
4.83,0.788540006,0.205651898,-0.075613425,
4.84,0.788540006,0.205651898,-0.054840506,
4.85,0.788540006,0.199004564,-0.054840506,
4.86,0.788540006,0.212714691,-0.048193172,
4.87,0.788540006,0.199004564,-0.034483046,
4.88,0.788540006,0.205651898,-0.027420253,
4.89,0.781477213,0.205651898,-0.013710127,
4.9,0.788540006,0.212714691,-0.007062792,
4.91,0.79518734,0.199004564,-0.007062792,
4.92,0.79518734,0.212714691,0,
4.93,0.79518734,0.212714691,0.006647334,
4.94,0.79518734,0.205651898,0,
4.95,0.79518734,0.212714691,0,
4.96,0.802250132,0.219362025,0.006647334,
4.97,0.79518734,0.212714691,0.013710127,
4.98,0.802250132,0.219362025,0.006647334,
4.99,0.79518734,0.212714691,0.013710127,
5,0.79518734,0.219362025,0.020357461,
5.01,0.802250132,0.219362025,0.006647334,
5.02,0.802250132,0.219362025,0.013710127,
5.03,0.802250132,0.212714691,0.020357461,
5.04,0.802250132,0.212714691,0.013710127,
5.05,0.802250132,0.219362025,0.020357461,
5.06,0.802250132,0.219362025,0.020357461,
5.07,0.802250132,0.226424817,0.027420253,
5.08,0.79518734,0.226424817,0.020357461,
5.09,0.802250132,0.226424817,0.013710127,
5.1,0.808897466,0.219362025,0.027420253,
5.11,0.802250132,0.226424817,0.020357461,
5.12,0.802250132,0.226424817,0.013710127,
5.13,0.802250132,0.226424817,0.020357461,
5.14,0.808897466,0.226424817,0.027420253,
5.15,0.802250132,0.226424817,0.027420253,
5.16,0.802250132,0.233072151,0.027420253,
5.17,0.802250132,0.226424817,0.027420253,
5.18,0.802250132,0.226424817,0.034067587,
5.19,0.802250132,0.233072151,0.034067587,
5.2,0.808897466,0.219362025,0.027420253,
5.21,0.802250132,0.226424817,0.027420253,
5.22,0.808897466,0.219362025,0.034067587,
5.23,0.802250132,0.226424817,0.027420253,
5.24,0.802250132,0.226424817,0.027420253,
5.25,0.802250132,0.233072151,0.034067587,
5.26,0.802250132,0.233072151,0.027420253,
5.27,0.802250132,0.226424817,0.027420253,
5.28,0.802250132,0.233072151,0.027420253,
5.29,0.802250132,0.226424817,0.027420253,
5.3,0.808897466,0.226424817,0.034067587,
5.31,0.808897466,0.219362025,0.027420253,
5.32,0.802250132,0.226424817,0.027420253,
5.33,0.808897466,0.233072151,0.027420253,
5.34,0.815960259,0.226424817,0.034067587,
5.35,0.808897466,0.226424817,0.027420253,
5.36,0.808897466,0.226424817,0.034067587,
5.37,0.808897466,0.219362025,0.027420253,
5.38,0.808897466,0.226424817,0.034067587,
5.39,0.808897466,0.226424817,0.027420253,
5.4,0.808897466,0.226424817,0.034067587,
5.41,0.815960259,0.233072151,0.034067587,
5.42,0.815960259,0.226424817,0.04113038,
5.43,0.802250132,0.226424817,0.04113038,
5.44,0.802250132,0.226424817,0.034067587,
5.45,0.802250132,0.219362025,0.04113038,
5.46,0.802250132,0.226424817,0.04113038,
5.47,0.802250132,0.226424817,0.04113038,
5.48,0.802250132,0.233072151,0.04113038,
5.49,0.808897466,0.226424817,0.04113038,
5.5,0.802250132,0.226424817,0.047777714,
5.51,0.808897466,0.233072151,0.047777714,
5.52,0.815960259,0.226424817,0.034067587,
5.53,0.802250132,0.226424817,0.034067587,
5.54,0.802250132,0.226424817,0.034067587,
5.55,0.808897466,0.226424817,0.034067587,
5.56,0.808897466,0.226424817,0.04113038,
5.57,0.808897466,0.233072151,0.034067587,
5.58,0.808897466,0.226424817,0.04113038,
5.59,0.808897466,0.233072151,0.034067587,
5.6,0.802250132,0.233072151,0.027420253,
5.61,0.79518734,0.233072151,0.034067587,
5.62,0.815960259,0.233072151,0.034067587,
5.63,0.808897466,0.226424817,0.027420253,
5.64,0.808897466,0.233072151,0.027420253,
5.65,0.79518734,0.226424817,0.027420253,
5.66,0.802250132,0.226424817,0.034067587,
5.67,0.802250132,0.233072151,0.027420253,
5.68,0.808897466,0.233072151,0.04113038,
5.69,0.808897466,0.226424817,0.034067587,
5.7,0.808897466,0.226424817,0.027420253,
5.71,0.802250132,0.226424817,0.034067587,
5.72,0.802250132,0.233072151,0.034067587,
5.73,0.802250132,0.233072151,0.04113038,
5.74,0.802250132,0.226424817,0.04113038,
5.75,0.802250132,0.233072151,0.04113038,
5.76,0.802250132,0.233072151,0.034067587,
5.77,0.802250132,0.226424817,0.034067587,
5.78,0.802250132,0.233072151,0.04113038,
5.79,0.802250132,0.233072151,0.034067587,
5.8,0.808897466,0.226424817,0.034067587,
5.81,0.808897466,0.233072151,0.04113038,
5.82,0.808897466,0.226424817,0.04113038,
5.83,0.802250132,0.226424817,0.04113038,
5.84,0.808897466,0.233072151,0.034067587,
5.85,0.802250132,0.226424817,0.04113038,
5.86,0.808897466,0.226424817,0.04113038,
5.87,0.808897466,0.226424817,0.04113038,
5.88,0.808897466,0.226424817,0.04113038,
5.89,0.802250132,0.226424817,0.04113038,
5.9,0.808897466,0.226424817,0.04113038,
5.91,0.802250132,0.226424817,0.04113038,
5.92,0.808897466,0.226424817,0.04113038,
5.93,0.808897466,0.226424817,0.04113038,
5.94,0.802250132,0.226424817,0.034067587,
5.95,0.815960259,0.226424817,0.034067587,
5.96,0.808897466,0.226424817,0.034067587,
5.97,0.802250132,0.226424817,0.034067587,
5.98,0.808897466,0.226424817,0.034067587,
5.99,0.808897466,0.226424817,0.034067587,
6,0.808897466,0.226424817,0.034067587,
6.01,0.815960259,0.226424817,0.034067587,
6.02,0.808897466,0.233072151,0.04113038,
6.03,0.808897466,0.233072151,0.027420253,
6.04,0.808897466,0.233072151,0.034067587,
6.05,0.808897466,0.226424817,0.034067587,
6.06,0.802250132,0.226424817,0.034067587,
6.07,0.808897466,0.226424817,0.04113038,
6.08,0.808897466,0.226424817,0.04113038,
6.09,0.815960259,0.226424817,0.04113038,
6.1,0.808897466,0.226424817,0.034067587,
6.11,0.808897466,0.226424817,0.034067587,
6.12,0.808897466,0.226424817,0.034067587,
6.13,0.815960259,0.226424817,0.034067587,
6.14,0.815960259,0.226424817,0.04113038,
6.15,0.815960259,0.233072151,0.04113038,
6.16,0.815960259,0.226424817,0.04113038,
6.17,0.808897466,0.233072151,0.04113038,
6.18,0.808897466,0.226424817,0.04113038,
6.19,0.808897466,0.226424817,0.047777714,
6.2,0.815960259,0.226424817,0.047777714,
6.21,0.815960259,0.226424817,0.04113038,
6.22,0.815960259,0.226424817,0.04113038,
6.23,0.815960259,0.226424817,0.04113038,
6.24,0.808897466,0.226424817,0.04113038,
6.25,0.808897466,0.226424817,0.04113038,
6.26,0.808897466,0.226424817,0.04113038,
6.27,0.808897466,0.226424817,0.04113038,
6.28,0.808897466,0.226424817,0.04113038,
6.29,0.802250132,0.226424817,0.034067587,
6.3,0.808897466,0.226424817,0.034067587,
6.31,0.808897466,0.226424817,0.04113038,
6.32,0.802250132,0.226424817,0.04113038,
6.33,0.808897466,0.233072151,0.04113038,
6.34,0.808897466,0.226424817,0.027420253,
6.35,0.808897466,0.226424817,0.034067587,
6.36,0.815960259,0.226424817,0.027420253,
6.37,0.808897466,0.226424817,0.034067587,
6.38,0.815960259,0.226424817,0.034067587,
6.39,0.808897466,0.226424817,0.034067587,
6.4,0.808897466,0.219362025,0.027420253,
6.41,0.808897466,0.226424817,0.04113038,
6.42,0.815960259,0.226424817,0.04113038,
6.43,0.808897466,0.233072151,0.034067587,
6.44,0.808897466,0.233072151,0.034067587,
6.45,0.808897466,0.233072151,0.04113038,
6.46,0.815960259,0.233072151,0.034067587,
6.47,0.808897466,0.226424817,0.04113038,
6.48,0.808897466,0.240134944,0.04113038,
6.49,0.808897466,0.226424817,0.034067587,
6.5,0.815960259,0.226424817,0.04113038,
6.51,0.815960259,0.226424817,0.047777714,
6.52,0.808897466,0.233072151,0.047777714,
6.53,0.808897466,0.226424817,0.047777714,
6.54,0.808897466,0.226424817,0.04113038,
6.55,0.802250132,0.226424817,0.034067587,
6.56,0.802250132,0.233072151,0.04113038,
6.57,0.802250132,0.233072151,0.04113038,
6.58,0.802250132,0.226424817,0.04113038,
6.59,0.788540006,0.233072151,0.047777714,
6.6,0.726636707,0.233072151,0.047777714,
6.61,0.233072151,0.226424817,0.047777714,
6.62,0.157458726,0.226424817,0.04113038,
6.63,0.726636707,0.226424817,0.04113038,
6.64,0.75405696,0.226424817,0.04113038,
6.65,0.760704294,0.226424817,0.04113038,
6.66,0.788540006,0.240134944,0.047777714,
6.67,0.774829879,0.233072151,0.04113038,
6.68,0.781477213,0.226424817,0.047777714,
6.69,0.788540006,0.233072151,0.047777714,
6.7,0.774829879,0.233072151,0.034067587,
6.71,0.774829879,0.233072151,0.04113038,
6.72,0.79518734,0.226424817,0.04113038,
6.73,0.79518734,0.226424817,0.04113038,
6.74,0.781477213,0.233072151,0.04113038,
6.75,0.746994168,0.240134944,0.034067587,
6.76,0.808897466,0.226424817,0.04113038,
6.77,0.822607593,0.233072151,0.04113038,
6.78,0.822607593,0.233072151,0.034067587,
6.79,0.829670385,0.233072151,0.034067587,
6.8,0.822607593,0.233072151,0.04113038,
6.81,0.829670385,0.233072151,0.047777714,
6.82,0.829670385,0.226424817,0.04113038,
6.83,0.822607593,0.233072151,0.04113038,
6.84,0.829670385,0.226424817,0.04113038,
6.85,0.822607593,0.226424817,0.04113038,
6.86,0.822607593,0.226424817,0.04113038,
6.87,0.83631772,0.226424817,0.047777714,
6.88,0.83631772,0.226424817,0.047777714,
6.89,0.822607593,0.233072151,0.04113038,
6.9,0.822607593,0.233072151,0.047777714,
6.91,0.829670385,0.233072151,0.047777714,
6.92,0.829670385,0.226424817,0.04113038,
6.93,0.822607593,0.233072151,0.04113038,
6.94,0.829670385,0.233072151,0.04113038,
6.95,0.829670385,0.233072151,0.047777714,
6.96,0.822607593,0.233072151,0.04113038,
6.97,0.822607593,0.233072151,0.04113038,
6.98,0.822607593,0.226424817,0.04113038,
6.99,0.829670385,0.233072151,0.04113038,
7,0.829670385,0.233072151,0.034067587,
7.01,0.829670385,0.233072151,0.034067587,
7.02,0.83631772,0.226424817,0.047777714,
7.03,0.829670385,0.233072151,0.04113038,
7.04,0.829670385,0.233072151,0.04113038,
7.05,0.829670385,0.233072151,0.04113038,
7.06,0.829670385,0.226424817,0.04113038,
7.07,0.822607593,0.240134944,0.04113038,
7.08,0.829670385,0.226424817,0.047777714,
7.09,0.829670385,0.233072151,0.047777714,
7.1,0.829670385,0.226424817,0.047777714,
7.11,0.829670385,0.226424817,0.04113038,
7.12,0.829670385,0.240134944,0.047777714,
7.13,0.829670385,0.233072151,0.047777714,
7.14,0.829670385,0.240134944,0.047777714,
7.15,0.829670385,0.240134944,0.04113038,
7.16,0.83631772,0.226424817,0.047777714,
7.17,0.822607593,0.233072151,0.047777714,
7.18,0.83631772,0.233072151,0.04113038,
7.19,0.829670385,0.226424817,0.04113038,
7.2,0.829670385,0.226424817,0.04113038,
7.21,0.829670385,0.226424817,0.047777714,
7.22,0.829670385,0.219362025,0.047777714,
7.23,0.822607593,0.226424817,0.047777714,
7.24,0.829670385,0.233072151,0.047777714,
7.25,0.829670385,0.226424817,0.04113038,
7.26,0.829670385,0.226424817,0.04113038,
7.27,0.83631772,0.233072151,0.04113038,
7.28,0.83631772,0.226424817,0.04113038,
7.29,0.829670385,0.226424817,0.04113038,
7.3,0.829670385,0.226424817,0.04113038,
7.31,0.829670385,0.226424817,0.027420253,
7.32,0.829670385,0.226424817,0.027420253,
7.33,0.83631772,0.226424817,0.020357461,
7.34,0.829670385,0.233072151,0.013710127,
7.35,0.829670385,0.226424817,-0.027420253,
7.36,0.822607593,0.226424817,-0.226424817,
7.37,0.829670385,0.212714691,-1.302462022,
7.38,0.822607593,0.123391139,0.095970886,
7.39,0.83631772,-0.150811392,0.088908093,
7.4,0.83631772,0.10261822,0.034067587,
7.41,0.829670385,0.178231645,-0.013710127,
7.42,0.829670385,0.199004564,0.034067587,
7.43,0.829670385,0.205651898,-0.007062792,
7.44,0.822607593,0.219362025,0.013710127,
7.45,0.829670385,0.219362025,0.027420253,
7.46,0.83631772,0.219362025,0.020357461,
7.47,0.829670385,0.205651898,0.013710127,
7.48,0.829670385,0.191941772,-0.034483046,
7.49,0.829670385,0.184878979,0.027420253,
7.5,0.829670385,0.157458726,0.047777714,
7.51,0.829670385,0.199004564,0.054840506,
7.52,0.822607593,0.109681012,0.054840506,
7.53,0.822607593,0.240134944,0.054840506,
7.54,0.822607593,0.246782278,0.054840506,
7.55,0.83631772,0.246782278,0.047777714,
7.56,0.83631772,0.246782278,0.047777714,
7.57,0.822607593,0.246782278,0.054840506,
7.58,0.829670385,0.246782278,0.054840506,
7.59,0.829670385,0.240134944,0.054840506,
7.6,0.829670385,0.25384507,0.06148784,
7.61,0.83631772,0.246782278,0.047777714,
7.62,0.829670385,0.240134944,0.054840506,
7.63,0.83631772,0.246782278,0.054840506,
7.64,0.822607593,0.25384507,0.047777714,
7.65,0.822607593,0.246782278,0.047777714,
7.66,0.829670385,0.246782278,0.047777714,
7.67,0.829670385,0.246782278,0.054840506,
7.68,0.829670385,0.25384507,0.054840506,
7.69,0.829670385,0.25384507,0.06148784,
7.7,0.829670385,0.25384507,0.054840506,
7.71,0.829670385,0.240134944,0.06148784,
7.72,0.829670385,0.246782278,0.06148784,
7.73,0.822607593,0.246782278,0.054840506,
7.74,0.83631772,0.25384507,0.054840506,
7.75,0.829670385,0.25384507,0.054840506,
7.76,0.83631772,0.25384507,0.047777714,
7.77,0.829670385,0.246782278,0.047777714,
7.78,0.822607593,0.25384507,0.06148784,
7.79,0.829670385,0.246782278,0.054840506,
7.8,0.829670385,0.246782278,0.047777714,
7.81,0.829670385,0.25384507,0.054840506,
7.82,0.83631772,0.246782278,0.06148784,
7.83,0.829670385,0.246782278,0.047777714,
7.84,0.829670385,0.246782278,0.054840506,
7.85,0.822607593,0.25384507,0.047777714,
7.86,0.829670385,0.246782278,0.054840506,
7.87,0.829670385,0.246782278,0.06148784,
7.88,0.829670385,0.25384507,0.06148784,
7.89,0.829670385,0.246782278,0.06148784,
7.9,0.83631772,0.25384507,0.06148784,
7.91,0.829670385,0.25384507,0.06148784,
7.92,0.829670385,0.246782278,0.06148784,
7.93,0.83631772,0.246782278,0.06148784,
7.94,0.829670385,0.260492404,0.054840506,
7.95,0.829670385,0.246782278,0.054840506,
7.96,0.829670385,0.25384507,0.047777714,
7.97,0.829670385,0.246782278,0.054840506,
7.98,0.83631772,0.246782278,0.054840506,
7.99,0.829670385,0.246782278,0.047777714,
8,0.829670385,0.246782278,0.047777714,
8.01,0.829670385,0.25384507,0.054840506,
8.02,0.829670385,0.260492404,0.054840506,
8.03,0.83631772,0.246782278,0.054840506,
8.04,0.83631772,0.246782278,0.054840506,
8.05,0.829670385,0.25384507,0.054840506,
8.06,0.83631772,0.25384507,0.054840506,
8.07,0.829670385,0.25384507,0.054840506,
8.08,0.829670385,0.246782278,0.06148784,
8.09,0.83631772,0.246782278,0.054840506,
8.1,0.829670385,0.246782278,0.054840506,
8.11,0.829670385,0.246782278,0.06148784,
8.12,0.829670385,0.246782278,0.054840506,
8.13,0.829670385,0.25384507,0.054840506,
8.14,0.829670385,0.246782278,0.054840506,
8.15,0.829670385,0.25384507,0.054840506,
8.16,0.829670385,0.25384507,0.054840506,
8.17,0.829670385,0.246782278,0.054840506,
8.18,0.83631772,0.246782278,0.054840506,
8.19,0.83631772,0.25384507,0.054840506,
8.2,0.83631772,0.25384507,0.054840506,
8.21,0.83631772,0.246782278,0.06148784,
8.22,0.829670385,0.25384507,0.054840506,
8.23,0.829670385,0.246782278,0.054840506,
8.24,0.829670385,0.246782278,0.054840506,
8.25,0.822607593,0.246782278,0.054840506,
8.26,0.829670385,0.25384507,0.054840506,
8.27,0.829670385,0.25384507,0.06148784,
8.28,0.83631772,0.25384507,0.06148784,
8.29,0.829670385,0.25384507,0.054840506,
8.3,0.829670385,0.246782278,0.054840506,
8.31,0.83631772,0.246782278,0.06148784,
8.32,0.83631772,0.25384507,0.054840506,
8.33,0.829670385,0.246782278,0.054840506,
8.34,0.822607593,0.246782278,0.06148784,
8.35,0.829670385,0.25384507,0.054840506,
8.36,0.829670385,0.25384507,0.06148784,
8.37,0.829670385,0.246782278,0.054840506,
8.38,0.83631772,0.246782278,0.06148784,
8.39,0.829670385,0.246782278,0.06148784,
8.4,0.829670385,0.25384507,0.06148784,
8.41,0.829670385,0.260492404,0.068550633,
8.42,0.822607593,0.25384507,0.054840506,
8.43,0.829670385,0.25384507,0.068550633,
8.44,0.829670385,0.25384507,0.068550633,
8.45,0.83631772,0.246782278,0.06148784,
8.46,0.829670385,0.25384507,0.06148784,
8.47,0.829670385,0.25384507,0.054840506,
8.48,0.83631772,0.246782278,0.06148784,
8.49,0.829670385,0.25384507,0.054840506,
8.5,0.829670385,0.246782278,0.06148784,
8.51,0.829670385,0.25384507,0.06148784,
8.52,0.83631772,0.246782278,0.054840506,
8.53,0.829670385,0.246782278,0.06148784,
8.54,0.822607593,0.25384507,0.06148784,
8.55,0.83631772,0.246782278,0.06148784,
8.56,0.829670385,0.246782278,0.06148784,
8.57,0.822607593,0.25384507,0.054840506,
8.58,0.829670385,0.25384507,,
8.59,0.822607593,0.25384507,,
8.6,0.83631772,0.246782278,,
8.61,0.829670385,0.246782278,,
8.62,0.83631772,0.25384507,,
8.63,0.83631772,0.246782278,,
8.64,0.829670385,0.246782278,,
8.65,0.829670385,0.246782278,,
8.66,0.829670385,0.246782278,,
8.67,0.83631772,0.25384507,,
8.68,0.83631772,0.25384507,,
8.69,0.829670385,0.25384507,,
8.7,0.822607593,0.25384507,,
8.71,0.829670385,0.246782278,,
8.72,0.829670385,0.246782278,,
8.73,0.829670385,0.246782278,,
8.74,0.83631772,0.25384507,,
8.75,0.829670385,0.25384507,,
8.76,0.829670385,,,
8.77,0.83631772,,,
8.78,0.83631772,,,
8.79,0.83631772,,,
8.8,0.829670385,,,
8.81,0.829670385,,,
8.82,0.83631772,,,
8.83,0.829670385,,,
8.84,0.822607593,,,
8.85,0.829670385,,,
8.86,0.822607593,,,
8.87,0.829670385,,,
8.88,0.822607593,,,
8.89,0.822607593,,,
8.9,0.829670385,,,
8.91,0.829670385,,,
8.92,0.829670385,,,
8.93,0.829670385,,,
8.94,0.829670385,,,
8.95,0.829670385,,,
8.96,0.83631772,,,
8.97,0.822607593,,,
8.98,0.829670385,,,
8.99,0.829670385,,,
9,0.829670385,,,
9.01,0.829670385,,,
9.02,0.822607593,,,
9.03,0.829670385,,,
9.04,0.829670385,,,
9.05,0.829670385,,,
9.06,0.829670385,,,
9.07,0.822607593,,,
9.08,0.829670385,,,
9.09,0.829670385,,,
9.1,0.829670385,,,
9.11,0.829670385,,,
9.12,0.829670385,,,
9.13,0.829670385,,,
9.14,0.829670385,,,
9.15,0.829670385,,,
9.16,0.829670385,,,
9.17,0.829670385,,,
9.18,0.83631772,,,
9.19,0.822607593,,,
9.2,0.829670385,,,
9.21,0.83631772,,,
9.22,0.829670385,,,
9.23,0.829670385,,,
9.24,0.83631772,,,
9.25,0.829670385,,,
9.26,0.822607593,,,
9.27,0.83631772,,,
9.28,0.829670385,,,
9.29,0.829670385,,,
9.3,0.829670385,,,
9.31,0.829670385,,,
9.32,0.822607593,,,
9.33,0.829670385,,,
9.34,0.829670385,,,
9.35,0.829670385,,,
9.36,0.829670385,,,
9.37,0.822607593,,,
9.38,0.829670385,,,
9.39,0.829670385,,,
9.4,0.822607593,,,
9.41,0.83631772,,,
9.42,0.829670385,,,
9.43,0.83631772,,,
9.44,0.829670385,,,
9.45,0.83631772,,,
9.46,0.83631772,,,
9.47,0.829670385,,,
9.48,0.822607593,,,
9.49,0.822607593,,,
9.5,0.83631772,,,
9.51,0.829670385,,,
9.52,0.829670385,,,
9.53,0.822607593,,,
9.54,0.829670385,,,
9.55,0.822607593,,,
9.56,0.829670385,,,
9.57,0.829670385,,,
9.58,0.829670385,,,
9.59,0.829670385,,,
