"	""""	""""	""""	""""",Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1,"173899440E-1	2","758685350E-1	6","094939709E-1	8","852434158E-1	1",1.10E+08
1,"353071190E-1	3","013123870E-1	5","312421322E-1	8","124685287E-1	1",1.64E+07
1,"532243560E-1	4","056339264E-1	4","892134666E-1	6","321640015E-1	8",9.64E+07
1,"711422020E-1	4","659066796E-1	4","358923435E-1	5","864877701E-1	8",6.66E+07
1,"890601100E-1	2","994649410E-1	3","459768295E-1	5","321483612E-1	7",1.83E+06
2,"069773460E-1	1","586651802E-1	3","086919785E-1	5","052471161E-1	6",1.30E+07
2,"248949490E-1	6","761085987E-2	2","235527039E-1	5","334434509E-1	5",8.23E+07
2,"428018700E-1	3","416121006E-2	2","318801880E-1	6","178054810E-1	6",6.08E+07
2,"607303370E-1	5","081140995E-2	2","489788532E-1	6","876745224E-1	7",3.31E+07
2,"786470240E-1	1","822352409E-2	2","871000767E-1	6","644086838E-1	7",2.40E+07
2,"965647490E-1	-4","974633455E-2	2","724702358E-1	6","374225616E-1	6",9.50E+07
3,"144826560E-1	4","773151875E-2	3","150780201E-1	5","259494781E-1	6",1.50E+07
3,"324003810E-1	1","007600427E-1	2","692859173E-1	4","559593201E-1	5",3.90E+07
3,"503173730E-1	1","528861523E-1	4","257540703E-1	4","736337662E-1	6",5.50E+07
3,"682351590E-1	-8","408874273E-2	5","449342728E-1	1","082801819E-1	5",6.19E+07
3,"861369530E-1	1","277557313E-1	4","094176292E-1	8","400688171E-1	9",4.32E+07
4,"040728050E-1	5","698657036E-2	5","116603374E-1	1","072402000E0	1",1.90E+08
4,"219872340E-1	-5","854666233E-3	4","854092598E-1	1","210136414E0	1",3.04E+08
4,"398921410E-1	-1","022188187E0	5","068206787E-1	1","345854759E0	1",7.64E+08
4,"578222560E-1	-8","129540682E-1	8","017957211E-1	1","646892548E0	2",4.00E+06
4,"757404690E-1	-4","467457831E-1	9","517369270E-1	1","299738884E0	1",6.72E+08
4,"936448880E-1	1","283339709E-1	8","783416748E-1	9","304332733E-1	1",2.86E+08
5,"115755520E-1	2","953815162E-1	7","748231888E-1	5","241708755E-1	9",8.10E+07
5,"294929100E-1	5","936832428E-1	7","523369789E-1	1","889839172E-1	9",7.68E+07
5,"474106960E-1	3","631078303E-1	5","093975067E-1	2","100124359E-1	6",5.99E+07
5,"653270780E-1	-1","730157137E-1	3","498401642E-1	1","148281097E-1	4",6.83E+06
5,"832444970E-1	-1","706520617E-1	1","084897041E0	-4","318161011E-1	1",1.80E+08
6,"011635030E-1	-6","613551378E-1	7","971792221E-1	-4","792947769E-1	1",1.41E+08
6,"190803730E-1	-3","703435361E-1	4","484438896E-1	-2","965793610E-1	6",5.29E+07
6,"369977320E-1	1","289303601E-1	3","286385536E-1	4","188957214E-1	5",4.78E+07
6,"549020290E-1	2","691609859E-1	1","718432903E-1	1","105538368E0	1",1.51E+08
6,"728320210E-1	5","791564584E-1	1","658239365E-1	1","796605110E0	1",8.95E+08
6,"907388820E-1	8","937224746E-1	1","423399448E-1	1","546121597E0	1",7.92E+08
7,"086677150E-1	6","160545945E-1	4","123544693E-1	9","237060547E-1	1",1.84E+08
7,"265856840E-1	-6","076108813E-1	7","883362770E-1	3","525257111E-1	1",5.59E+07
7,"445029810E-1	-7","991008162E-1	8","999669552E-1	9","346027374E-1	1",5.24E+08
7,"624203390E-1	-3","961064816E-1	7","631995678E-1	6","907310486E-1	1",1.03E+08
7,"803379420E-1	-4","328515530E-1	2","750761509E-1	7","586708069E-1	9",1.58E+07
7,"982555450E-1	1","825367808E-1	5","754468441E-1	4","470777512E-1	7",5.12E+07
8,"161729030E-1	2","848494053E-1	5","113694668E-1	7","179269791E-1	9",2.63E+07
8,"340875750E-1	1","505444050E-1	4","210395813E-1	1","085311890E0	1",1.74E+08
8,"520112210E-1	-2","758044004E-2	4","716835022E-1	1","935777664E0	1",9.93E+08
8,"699256490E-1	4","208188057E-1	7","018265724E-1	1","576533318E0	1",7.76E+08
8,"878429470E-1	1","820082664E-1	6","342594624E-1	1","140829086E0	1",3.18E+08
9,"057609760E-1	3","180193901E-2	5","235123634E-1	8","402929306E-1	9",9.05E+07
9,"236777860E-1	2","044945955E-2	6","021723747E-1	9","312591553E-1	1",1.09E+08
9,"415956930E-1	2","427673340E-2	6","443815231E-1	8","206863403E-1	1",4.37E+07
9,"595131740E-1	-2","024887204E-1	7","486548424E-1	7","920961380E-1	1",1.09E+08
9,"774312040E-1	-1","351621747E-1	5","027577877E-1	1","059423447E0	1",1.80E+08
9,"953443510E-1	-2","133039832E-1	7","988207340E-1	9","708671570E-1	1",2.75E+08
1,"013269094E0	5","826187134E-2	5","291779041E-1	7","673358917E-1	9",3.39E+07
1,"031183401E0	-1","885764003E-1	5","005040169E-1	8","446846008E-1	9",9.98E+07
1,"049101370E0	-1","589422226E-1	3","718142509E-1	7","581100464E-1	8",5.92E+07
1,"067018301E0	-9","519612789E-2	3","627283573E-1	9","584856033E-1	1",2.92E+07
1,"084935903E0	-1","283317804E-2	2","922053337E-1	1","078424454E0	1",1.17E+08
1,"102853506E0	1","468312740E-2	4","468474388E-1	9","687929153E-1	1",6.70E+07
1,"120771047E0	-7","795712352E-2	4","177751541E-1	9","419040680E-1	1",3.33E+07
1,"138675832E0	-1","388683617E-1	3","559217453E-1	7","775592804E-1	8",6.64E+07
1,"156605092E0	-4","274526238E-2	4","510533810E-1	7","721471786E-1	8",9.53E+07
1,"174524221E0	-5","400922894E-2	4","661076069E-1	6","271076202E-1	7",8.32E+07
1,"192427603E0	4","639205337E-2	5","301239491E-1	5","861406326E-1	7",9.17E+07
1,"210357901E0	4","799127579E-2	5","960509777E-1	6","615648270E-1	8",9.18E+07
1,"228275625E0	-7","583072782E-2	5","419642925E-1	7","448339462E-1	9",2.43E+07
1,"246193106E0	-6","300988793E-2	5","615777969E-1	7","894573212E-1	9",7.09E+07
1,"264110891E0	4","087290168E-2	5","349133015E-1	7","898273468E-1	9",5.48E+07
1,"282028555E0	1","173275858E-1	6","255297661E-1	8","434038162E-1	1",5.66E+07
1,"299945791E0	5","287119746E-2	5","962049961E-1	8","150177002E-1	1",1.12E+07
1,"317863699E0	5","553677678E-2	5","873327255E-1	8","579320908E-1	1",4.12E+07
1,"335781545E0	1","239312738E-1	6","165482998E-1	9","337711334E-1	1",1.26E+08
1,"353698477E0	3","615018725E-2	6","019699574E-1	9","391155243E-1	1",1.16E+08
1,"371616140E0	-1","121598482E-2	5","143995285E-1	9","675607681E-1	1",9.59E+07
1,"389533315E0	6","004843116E-2	5","214831829E-1	9","591245651E-1	1",9.34E+07
1,"407439443E0	3","091236949E-2	4","933023453E-1	8","745613098E-1	1",4.57E+06
1,"425368155E0	-1","318299770E-2	4","649014473E-1	8","472623825E-1	9",6.65E+07
1,"443285635E0	5","344194174E-2	4","457342625E-1	8","630409241E-1	9",7.28E+07
1,"461195913E0	7","138288021E-2	4","666690826E-1	7","899770737E-1	9",2.03E+07
1,"479108511E0	8","296412230E-2	4","602916241E-1	6","824569702E-1	8",2.73E+07
1,"497038382E0	6","221723557E-2	4","757783413E-1	7","507534027E-1	8",9.10E+07
1,"514956472E0	3","960376978E-2	4","456987381E-1	8","228807449E-1	9",3.67E+07
1,"532873953E0	9","217560291E-4	4","589438438E-1	8","425931931E-1	9",5.95E+07
1,"550791921E0	1","342171431E-2	4","365835190E-1	7","147426605E-1	8",3.76E+07
1,"568708669E0	1","304170489E-2	4","891505241E-1	6","822757721E-1	8",3.96E+07
1,"586626333E0	2","087980509E-2	5","116989613E-1	6","859178543E-1	8",5.60E+07
1,"604543936E0	-2","666628361E-2	5","254569054E-1	7","941627502E-1	9",5.26E+07
1,"622461721E0	3","150454164E-2	5","541894436E-1	8","107261658E-1	9",8.25E+07
1,"640378653E0	2","570408583E-2	5","630717278E-1	8","568019867E-1	1",2.56E+07
1,"658296377E0	-8","310854435E-3	5","474681854E-1	9","890069962E-1	1",1.30E+08
1,"676214102E0	7","514595985E-3	5","406258106E-1	9","974203110E-1	1",1.35E+08
1,"694131643E0	5","439418554E-2	5","384860039E-1	9","439697266E-1	1",8.81E+07
1,"712048635E0	3","163725138E-3	5","842394829E-1	9","196863174E-1	1",8.96E+07
1,"729966055E0	-2","609524131E-2	5","623974800E-1	9","521551132E-1	1",1.06E+08
1,"747884085E0	3","193399310E-2	5","772507191E-1	9","610052109E-1	1",1.22E+08
1,"765801504E0	9","355330467E-2	5","798439980E-1	1","008881569E0	1",1.67E+08
1,"783718496E0	3","794318438E-2	5","612447262E-1	9","535360336E-1	1",1.07E+08
1,"801636465E0	-7","173031569E-3	5","039265156E-1	8","738651276E-1	1",8.78E+06
1,"819554006E0	-2","529543638E-2	4","796357155E-1	8","086910248E-1	9",4.06E+07
1,"837472097E0	3","848314285E-3	5","002694130E-1	7","667055130E-1	9",1.55E+07
1,"855389212E0	7","226574421E-2	4","750800133E-1	8","813161850E-1	1",3.81E+06
1,"873306875E0	4","946386814E-2	4","884452820E-1	8","721609116E-1	1",8.45E+05
1,"891220632E0	4","495143890E-2	5","076718330E-1	8","723144531E-1	1",1.03E+07
1,"909145132E0	1","371183991E-2	4","631106853E-1	8","059625626E-1	9",2.96E+07
