"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.135327802E0,1.573799968E0,-1.793399963E2,-1.848299980E1,1.802967898E2
2.145327313E0,1.634799957E0,-1.791936035E2,-1.839760017E1,1.801429760E2
2.155326825E0,3.769799948E0,-1.786201935E2,-1.853179932E1,1.796185194E2
2.165314618E0,4.001599789E0,-1.777173920E2,-1.856839943E1,1.787295993E2
2.175327313E0,4.099199772E0,-1.779857941E2,-1.783639908E1,1.789242394E2
2.185327313E0,2.281399965E0,-1.789252014E2,-1.861719894E1,1.799056213E2
2.195327313E0,4.209000111E0,-1.781322021E2,-1.799499893E1,1.790882942E2
2.205327557E0,2.513200045E0,-1.789739990E2,-1.660420036E1,1.797601401E2
2.215327557E0,2.305799961E0,-1.788764038E2,-1.656760025E1,1.796568115E2
2.225323651E0,1.878799915E0,-1.792424011E2,-1.605520058E1,1.799698245E2
2.235327069E0,6.099999696E-2,-1.802427979E2,-1.606739998E1,1.809575399E2
2.245327313E0,1.842199922E0,-1.796327972E2,-1.554279995E1,1.803133777E2
2.255327557E0,3.318399906E0,-1.784494019E2,-1.154119968E1,1.788530125E2
2.265327313E0,2.440000057E0,-1.791691895E2,-1.290759945E1,1.796500993E2
2.275314374E0,1.976400018E0,-1.797303925E2,-1.343219948E1,1.802424592E2
2.285327313E0,1.903199911E0,-1.796449890E2,-1.184619999E1,1.800452074E2
2.295327313E0,2.293599844E0,-1.797303925E2,-1.140699959E1,1.801066190E2
2.305327557E0,1.097999930E0,-1.794253998E2,-1.188280010E1,1.798218024E2
2.315327313E0,1.988600016E0,-1.795352020E2,-1.260260010E1,1.799879686E2
2.325326581E0,2.025199890E0,-1.792911987E2,-1.211460018E1,1.797114323E2
2.335327557E0,2.769399881E0,-1.797182007E2,-1.194379997E1,1.801359364E2
2.345314374E0,3.379400015E0,-1.785469971E2,-1.118739986E1,1.789290597E2
2.355327069E0,2.891399860E0,-1.792911987E2,-1.265139961E1,1.797602627E2
2.365327313E0,1.890999913E0,-1.801452026E2,-1.184619999E1,1.805441840E2
2.375327557E0,3.245199919E0,-1.792057953E2,-1.257819939E1,1.796759847E2
2.385327313E0,2.793799877E0,-1.793277893E2,-1.266359997E1,1.797960736E2
2.395327313E0,1.781199932E0,-1.794863892E2,-1.418859959E1,1.800551386E2
2.405327557E0,2.378999949E0,-1.792057953E2,-1.215119934E1,1.796330380E2
2.415327313E0,3.415999889E0,-1.791936035E2,-1.243179989E1,1.796568013E2
2.425326581E0,3.220799923E0,-1.790227966E2,-1.262699986E1,1.794964523E2
2.435326825E0,3.403800011E0,-1.795839996E2,-1.149240017E1,1.799835382E2
2.445327557E0,2.854799986E0,-1.793643951E2,-1.274899960E1,1.798395761E2
2.455315350E0,3.037799835E0,-1.790350037E2,-1.310279942E1,1.795395336E2
2.465327557E0,4.209000111E0,-1.786689911E2,-1.343219948E1,1.792226215E2
2.475326825E0,4.355400085E0,-1.787178040E2,-1.522559929E1,1.794180644E2
2.485327313E0,4.135799885E0,-1.791447906E2,-1.323699951E1,1.796807697E2
2.495327069E0,5.282599926E0,-1.783517914E2,-1.366399956E1,1.789524301E2
2.505327557E0,4.892199993E0,-1.786933899E2,-1.423740005E1,1.793264196E2
2.515327313E0,5.075200081E0,-1.781078033E2,-1.463999939E1,1.787805270E2
2.525315350E0,3.001199961E0,-1.796571960E2,-1.471319962E1,1.802836474E2
2.535327557E0,3.513599873E0,-1.788397980E2,-1.313939953E1,1.793562448E2
2.545327557E0,3.586799860E0,-1.789252014E2,-1.461559963E1,1.795569787E2
2.555327313E0,2.781599998E0,-1.787422028E2,-1.604299927E1,1.794822837E2
2.565327557E0,-4.757999778E-1,-1.803159943E2,-2.463179970E1,1.819912353E2
2.575327313E0,2.208199978E0,-1.786445923E2,-1.318820000E1,1.791443416E2
2.585327313E0,2.842599869E0,-1.788519897E2,-1.557940006E1,1.795517539E2
2.595314130E0,5.404599667E0,-1.782175903E2,-1.572579956E1,1.789916757E2
2.605327557E0,2.232599974E0,-1.789129944E2,-1.615279961E1,1.796545491E2
2.615327313E0,3.074399948E0,-1.791936035E2,-1.489620018E1,1.798379722E2
2.625327069E0,2.586400032E0,-1.787178040E2,-1.523779964E1,1.793848752E2
2.635327557E0,3.147599936E0,-1.787910004E2,-1.465219975E1,1.794179928E2
2.645327069E0,2.342400074E0,-1.789983978E2,-1.470099926E1,1.796163485E2
2.655327313E0,2.940199852E0,-1.788031921E2,-1.545739937E1,1.794941712E2
2.665327557E0,1.939799905E0,-1.789861908E2,-1.468879986E1,1.795983857E2
2.675327313E0,2.805999994E0,-1.790594025E2,-1.467659950E1,1.796817905E2
2.685327557E0,-5.978000164E-1,-1.799133911E2,-1.544519997E1,1.805761332E2
2.695327557E0,2.317999840E0,-1.791447906E2,-1.401779938E1,1.797073394E2
2.705314618E0,2.391200066E0,-1.791813965E2,-1.399339962E1,1.797428884E2
2.715314374E0,2.427799940E0,-1.787178040E2,-1.495720005E1,1.793590407E2
2.725327069E0,1.293200016E0,-1.795108032E2,-1.420079994E1,1.800762715E2
2.735327557E0,2.476599932E0,-1.788885956E2,-1.435939980E1,1.794810729E2
2.745327557E0,1.573799968E0,-1.791447906E2,-1.453020000E1,1.797399777E2
2.755327069E0,1.842199922E0,-1.792057953E2,-1.510359955E1,1.798505754E2
2.765327313E0,2.805999815E-1,-1.795473938E2,-1.487179947E1,1.801624705E2
2.775314374E0,2.549799919E0,-1.789252014E2,-1.422519970E1,1.795078981E2
2.785327313E0,3.598999977E0,-1.789129944E2,-1.417640018E1,1.795098401E2
2.795326825E0,4.330999851E0,-1.779980011E2,-1.420079994E1,1.786160930E2
2.805327557E0,3.720999956E0,-1.786933899E2,-1.322480011E1,1.792207264E2
2.815314374E0,3.476999998E0,-1.784859924E2,-1.322480011E1,1.790090343E2
2.825314374E0,3.635599852E0,-1.790227966E2,-1.446920013E1,1.796433607E2
2.835326825E0,3.684399843E0,-1.785103912E2,-1.371280003E1,1.790742178E2
2.845327557E0,2.305799961E0,-1.790838013E2,-1.490839958E1,1.797180708E2
2.855327313E0,1.097999930E0,-1.796571960E2,-1.378599930E1,1.801886996E2
2.865327557E0,1.256600022E0,-1.795352020E2,-1.279780006E1,1.799951430E2
2.875327069E0,1.634799957E0,-1.793766022E2,-1.284659958E1,1.798434683E2
2.885314862E0,6.222000122E-1,-1.799255981E2,-1.329799938E1,1.804174182E2
2.895327313E0,2.562000036E0,-1.788764038E2,-1.239519978E1,1.793236534E2
2.905327313E0,1.842199922E0,-1.792301941E2,-1.304179955E1,1.797135073E2
2.915327557E0,2.537600040E0,-1.789496002E2,-1.249279976E1,1.794030905E2
2.925327557E0,2.305799961E0,-1.789129944E2,-1.234639931E1,1.793533101E2
2.935327557E0,1.854399920E0,-1.792301941E2,-1.271239948E1,1.796900286E2
2.945327557E0,1.805599928E0,-1.793643951E2,-1.279780006E1,1.798294473E2
2.955314618E0,2.427799940E0,-1.792424011E2,-1.245619965E1,1.796910946E2
2.965314374E0,1.793399930E0,-1.794375916E2,-1.246840000E1,1.798791999E2
2.975327069E0,7.197999954E-1,-1.798768005E2,-1.317599964E1,1.803601631E2
2.985327557E0,1.573799968E0,-1.799133911E2,-1.187059975E1,1.803114425E2
2.995327069E0,1.268800020E0,-1.796938019E2,-1.503039932E1,1.803257752E2
3.005327313E0,2.683999836E-1,-1.799866028E2,-1.543299961E1,1.806472438E2
3.015323407E0,-6.344000101E-1,-1.804868011E2,-1.543299961E1,1.811465300E2
3.025314374E0,4.879999906E-2,-1.803159943E2,-1.594539928E1,1.810196562E2
3.035327313E0,6.099999696E-2,-1.803159943E2,-1.551839924E1,1.809825467E2
3.045327313E0,1.586000025E-1,-1.802061920E2,-1.616499901E1,1.809298317E2
3.055327069E0,-1.366400003E0,-1.805233917E2,-1.712879944E1,1.813393443E2
3.065327557E0,4.635999799E-1,-1.800110016E2,-1.623819923E1,1.807425095E2
3.075327069E0,5.489999652E-1,-1.800475922E2,-1.588439941E1,1.807477551E2
3.085327557E0,1.293200016E0,-1.795473938E2,-1.581120014E1,1.802468669E2
3.095327313E0,1.049199939E0,-1.799622040E2,-1.621380043E1,1.806941698E2
3.105327313E0,2.391200066E0,-1.794010010E2,-1.599419975E1,1.801284303E2
3.115329510E0,1.988600016E0,-1.797669983E2,-1.483519936E1,1.803890555E2
3.125327557E0,2.818199873E0,-1.794131927E2,-1.512799931E1,1.800719088E2
3.135315839E0,1.036999941E0,-1.798889923E2,-1.709219933E1,1.807021533E2
3.145327313E0,2.293599844E0,-1.798768005E2,-1.623819923E1,1.806228199E2
3.155327069E0,2.891399860E0,-1.792667999E2,-1.482299995E1,1.799018262E2
3.165327557E0,4.209000111E0,-1.789008026E2,-1.544519997E1,1.796156092E2
3.175327802E0,3.574599981E0,-1.796694031E2,-1.445699978E1,1.802855430E2
3.185327557E0,3.916199923E0,-1.792180023E2,-1.382259941E1,1.797929176E2
3.195327069E0,2.988999844E0,-1.795961914E2,-1.548180008E1,1.802870273E2
3.205313885E0,2.781599998E0,-1.793155975E2,-1.505480003E1,1.799679633E2
3.215317548E0,1.439599991E0,-1.798645935E2,-1.548180008E1,1.805353998E2
3.225327313E0,3.989399910E0,-1.787787933E2,-1.195599937E1,1.792225381E2
3.235326825E0,3.476999998E0,-1.786689911E2,-1.361520004E1,1.792207342E2
3.245327557E0,3.476999998E0,-1.789861908E2,-1.268799973E1,1.794690262E2
3.255327313E0,3.940599918E0,-1.784250031E2,-1.226099968E1,1.788891896E2
